reference,year,country_name,hdi_category,indicator_name,values
,,Mongolia,MEDIUM HUMAN DEVELOPMENT,Antimalarial measures Use of insecticide— treated (% of children under five) 1999-2005,..
,,Honduras,MEDIUM HUMAN DEVELOPMENT,Antimalarial measures Use of insecticide— treated (% of children under five) 1999-2005,..
,,Kyrgyzstan,MEDIUM HUMAN DEVELOPMENT,Antimalarial measures Use of insecticide— treated (% of children under five) 1999-2005,..
,,Bolivia,MEDIUM HUMAN DEVELOPMENT,Antimalarial measures Use of insecticide— treated (% of children under five) 1999-2005,..
,,Guatemala,MEDIUM HUMAN DEVELOPMENT,Antimalarial measures Use of insecticide— treated (% of children under five) 1999-2005,1
,,Gabon,MEDIUM HUMAN DEVELOPMENT,Antimalarial measures Use of insecticide— treated (% of children under five) 1999-2005,..
,,Vanuatu,MEDIUM HUMAN DEVELOPMENT,Antimalarial measures Use of insecticide— treated (% of children under five) 1999-2005,..
,,South Africa,MEDIUM HUMAN DEVELOPMENT,Antimalarial measures Use of insecticide— treated (% of children under five) 1999-2005,..
,,Tajikistan,MEDIUM HUMAN DEVELOPMENT,Antimalarial measures Use of insecticide— treated (% of children under five) 1999-2005,2
,,Sao Tome and Principe,MEDIUM HUMAN DEVELOPMENT,Antimalarial measures Use of insecticide— treated (% of children under five) 1999-2005,..
,,Botswana,MEDIUM HUMAN DEVELOPMENT,Antimalarial measures Use of insecticide— treated (% of children under five) 1999-2005,..
,,Namibia,MEDIUM HUMAN DEVELOPMENT,Antimalarial measures Use of insecticide— treated (% of children under five) 1999-2005,3
,,Morocco,MEDIUM HUMAN DEVELOPMENT,Antimalarial measures Use of insecticide— treated (% of children under five) 1999-2005,..
,,Equatorial Guinea,MEDIUM HUMAN DEVELOPMENT,Antimalarial measures Use of insecticide— treated (% of children under five) 1999-2005,1
,,India,MEDIUM HUMAN DEVELOPMENT,Antimalarial measures Use of insecticide— treated (% of children under five) 1999-2005,..
,,Solomon Islands,MEDIUM HUMAN DEVELOPMENT,Antimalarial measures Use of insecticide— treated (% of children under five) 1999-2005,..
,,Lao People's Democratic Republic,MEDIUM HUMAN DEVELOPMENT,Antimalarial measures Use of insecticide— treated (% of children under five) 1999-2005,18
,,Cambodia,MEDIUM HUMAN DEVELOPMENT,Antimalarial measures Use of insecticide— treated (% of children under five) 1999-2005,..
,,Myanmar,MEDIUM HUMAN DEVELOPMENT,Antimalarial measures Use of insecticide— treated (% of children under five) 1999-2005,..
,,Bhutan,MEDIUM HUMAN DEVELOPMENT,Antimalarial measures Use of insecticide— treated (% of children under five) 1999-2005,..
,,Comoros,MEDIUM HUMAN DEVELOPMENT,Antimalarial measures Use of insecticide— treated (% of children under five) 1999-2005,9
,,Ghana,MEDIUM HUMAN DEVELOPMENT,Antimalarial measures Use of insecticide— treated (% of children under five) 1999-2005,4
,,Pakistan,MEDIUM HUMAN DEVELOPMENT,Antimalarial measures Use of insecticide— treated (% of children under five) 1999-2005,..
,,Mauritania,MEDIUM HUMAN DEVELOPMENT,Antimalarial measures Use of insecticide— treated (% of children under five) 1999-2005,2
,,Lesotho,MEDIUM HUMAN DEVELOPMENT,Antimalarial measures Use of insecticide— treated (% of children under five) 1999-2005,..
,,Congo,MEDIUM HUMAN DEVELOPMENT,Antimalarial measures Use of insecticide— treated (% of children under five) 1999-2005,..
,,Bangladesh,MEDIUM HUMAN DEVELOPMENT,Antimalarial measures Use of insecticide— treated (% of children under five) 1999-2005,..
,,Swaziland,MEDIUM HUMAN DEVELOPMENT,Antimalarial measures Use of insecticide— treated (% of children under five) 1999-2005,0
,,Nepal,MEDIUM HUMAN DEVELOPMENT,Antimalarial measures Use of insecticide— treated (% of children under five) 1999-2005,..
,,Madagascar,MEDIUM HUMAN DEVELOPMENT,Antimalarial measures Use of insecticide— treated (% of children under five) 1999-2005,..
,,Cameroon,MEDIUM HUMAN DEVELOPMENT,Antimalarial measures Use of insecticide— treated (% of children under five) 1999-2005,1
,,Papua New Guinea,MEDIUM HUMAN DEVELOPMENT,Antimalarial measures Use of insecticide— treated (% of children under five) 1999-2005,..
,,Haiti,MEDIUM HUMAN DEVELOPMENT,Antimalarial measures Use of insecticide— treated (% of children under five) 1999-2005,..
,,Sudan,MEDIUM HUMAN DEVELOPMENT,Antimalarial measures Use of insecticide— treated (% of children under five) 1999-2005,0
,,Kenya,MEDIUM HUMAN DEVELOPMENT,Antimalarial measures Use of insecticide— treated (% of children under five) 1999-2005,5
,,Djibouti,MEDIUM HUMAN DEVELOPMENT,Antimalarial measures Use of insecticide— treated (% of children under five) 1999-2005,..
,,Timor-Leste,MEDIUM HUMAN DEVELOPMENT,Antimalarial measures Use of insecticide— treated (% of children under five) 1999-2005,8
,,Zimbabwe,MEDIUM HUMAN DEVELOPMENT,Antimalarial measures Use of insecticide— treated (% of children under five) 1999-2005,..
,,Togo,MEDIUM HUMAN DEVELOPMENT,Antimalarial measures Use of insecticide— treated (% of children under five) 1999-2005,54
,,Yemen,MEDIUM HUMAN DEVELOPMENT,Antimalarial measures Use of insecticide— treated (% of children under five) 1999-2005,..
,,Uganda,MEDIUM HUMAN DEVELOPMENT,Antimalarial measures Use of insecticide— treated (% of children under five) 1999-2005,0
,,Gambia,MEDIUM HUMAN DEVELOPMENT,Antimalarial measures Use of insecticide— treated (% of children under five) 1999-2005,15
,,Senegal,LOW HUMAN DEVELOPMENT,Antimalarial measures Use of insecticide— treated (% of children under five) 1999-2005,14
,,Eritrea,LOW HUMAN DEVELOPMENT,Antimalarial measures Use of insecticide— treated (% of children under five) 1999-2005,4
,,Nigeria,LOW HUMAN DEVELOPMENT,Antimalarial measures Use of insecticide— treated (% of children under five) 1999-2005,1
,,Tanzania (United Republic of),LOW HUMAN DEVELOPMENT,Antimalarial measures Use of insecticide— treated (% of children under five) 1999-2005,16
,,Guinea,LOW HUMAN DEVELOPMENT,Antimalarial measures Use of insecticide— treated (% of children under five) 1999-2005,4
,,Rwanda,LOW HUMAN DEVELOPMENT,Antimalarial measures Use of insecticide— treated (% of children under five) 1999-2005,5
,,Angola,LOW HUMAN DEVELOPMENT,Antimalarial measures Use of insecticide— treated (% of children under five) 1999-2005,2
,,Benin,LOW HUMAN DEVELOPMENT,Antimalarial measures Use of insecticide— treated (% of children under five) 1999-2005,7
,,Malawi,LOW HUMAN DEVELOPMENT,Antimalarial measures Use of insecticide— treated (% of children under five) 1999-2005,15
,,Zambia,LOW HUMAN DEVELOPMENT,Antimalarial measures Use of insecticide— treated (% of children under five) 1999-2005,7
,,Côte d'Ivoire,LOW HUMAN DEVELOPMENT,Antimalarial measures Use of insecticide— treated (% of children under five) 1999-2005,4
,,Burundi,LOW HUMAN DEVELOPMENT,Antimalarial measures Use of insecticide— treated (% of children under five) 1999-2005,1
,,Congo (Democratic Republic of the),LOW HUMAN DEVELOPMENT,Antimalarial measures Use of insecticide— treated (% of children under five) 1999-2005,1
,,Ethiopia,LOW HUMAN DEVELOPMENT,Antimalarial measures Use of insecticide— treated (% of children under five) 1999-2005,1
,,Chad,,Antimalarial measures Use of insecticide— treated (% of children under five) 1999-2005,1
,,Central African Republic,,Antimalarial measures Use of insecticide— treated (% of children under five) 1999-2005,2
,,Mozambique,,Antimalarial measures Use of insecticide— treated (% of children under five) 1999-2005,..
,,Mali,,Antimalarial measures Use of insecticide— treated (% of children under five) 1999-2005,8
,,Niger,,Antimalarial measures Use of insecticide— treated (% of children under five) 1999-2005,6
,,Guinea-Bissau,,Antimalarial measures Use of insecticide— treated (% of children under five) 1999-2005,7
,,Burkina Faso,,Antimalarial measures Use of insecticide— treated (% of children under five) 1999-2005,2
,,Sierra Leone,,Antimalarial measures Use of insecticide— treated (% of children under five) 1999-2005,2
,,Iceland,HIGH HUMAN DEVELOPMENT,Antimalarial measures Fevers treated with antimalarial drugs (% of children under five) 1999-2005,..
,,Norway,HIGH HUMAN DEVELOPMENT,Antimalarial measures Fevers treated with antimalarial drugs (% of children under five) 1999-2005,..
,,Australia,HIGH HUMAN DEVELOPMENT,Antimalarial measures Fevers treated with antimalarial drugs (% of children under five) 1999-2005,..
,,Canada,HIGH HUMAN DEVELOPMENT,Antimalarial measures Fevers treated with antimalarial drugs (% of children under five) 1999-2005,..
,,Ireland,HIGH HUMAN DEVELOPMENT,Antimalarial measures Fevers treated with antimalarial drugs (% of children under five) 1999-2005,..
,,Sweden,HIGH HUMAN DEVELOPMENT,Antimalarial measures Fevers treated with antimalarial drugs (% of children under five) 1999-2005,..
,,Switzerland,HIGH HUMAN DEVELOPMENT,Antimalarial measures Fevers treated with antimalarial drugs (% of children under five) 1999-2005,..
,,Japan,HIGH HUMAN DEVELOPMENT,Antimalarial measures Fevers treated with antimalarial drugs (% of children under five) 1999-2005,..
,,Netherlands,HIGH HUMAN DEVELOPMENT,Antimalarial measures Fevers treated with antimalarial drugs (% of children under five) 1999-2005,..
,,France,HIGH HUMAN DEVELOPMENT,Antimalarial measures Fevers treated with antimalarial drugs (% of children under five) 1999-2005,..
,,Finland,HIGH HUMAN DEVELOPMENT,Antimalarial measures Fevers treated with antimalarial drugs (% of children under five) 1999-2005,..
,,United States,HIGH HUMAN DEVELOPMENT,Antimalarial measures Fevers treated with antimalarial drugs (% of children under five) 1999-2005,..
,,Spain,HIGH HUMAN DEVELOPMENT,Antimalarial measures Fevers treated with antimalarial drugs (% of children under five) 1999-2005,..
,,Denmark,HIGH HUMAN DEVELOPMENT,Antimalarial measures Fevers treated with antimalarial drugs (% of children under five) 1999-2005,..
,,Austria,HIGH HUMAN DEVELOPMENT,Antimalarial measures Fevers treated with antimalarial drugs (% of children under five) 1999-2005,..
,,United Kingdom,HIGH HUMAN DEVELOPMENT,Antimalarial measures Fevers treated with antimalarial drugs (% of children under five) 1999-2005,..
,,Belgium,HIGH HUMAN DEVELOPMENT,Antimalarial measures Fevers treated with antimalarial drugs (% of children under five) 1999-2005,..
,,Luxembourg,HIGH HUMAN DEVELOPMENT,Antimalarial measures Fevers treated with antimalarial drugs (% of children under five) 1999-2005,..
,,New Zealand,HIGH HUMAN DEVELOPMENT,Antimalarial measures Fevers treated with antimalarial drugs (% of children under five) 1999-2005,..
,,Italy,HIGH HUMAN DEVELOPMENT,Antimalarial measures Fevers treated with antimalarial drugs (% of children under five) 1999-2005,..
,,"Hong Kong, China (SAR)",HIGH HUMAN DEVELOPMENT,Antimalarial measures Fevers treated with antimalarial drugs (% of children under five) 1999-2005,..
,,Germany,HIGH HUMAN DEVELOPMENT,Antimalarial measures Fevers treated with antimalarial drugs (% of children under five) 1999-2005,..
,,Israel,HIGH HUMAN DEVELOPMENT,Antimalarial measures Fevers treated with antimalarial drugs (% of children under five) 1999-2005,..
,,Greece,HIGH HUMAN DEVELOPMENT,Antimalarial measures Fevers treated with antimalarial drugs (% of children under five) 1999-2005,..
,,Singapore,HIGH HUMAN DEVELOPMENT,Antimalarial measures Fevers treated with antimalarial drugs (% of children under five) 1999-2005,..
,,Korea (Republic of),HIGH HUMAN DEVELOPMENT,Antimalarial measures Fevers treated with antimalarial drugs (% of children under five) 1999-2005,..
,,Slovenia,HIGH HUMAN DEVELOPMENT,Antimalarial measures Fevers treated with antimalarial drugs (% of children under five) 1999-2005,..
,,Cyprus,HIGH HUMAN DEVELOPMENT,Antimalarial measures Fevers treated with antimalarial drugs (% of children under five) 1999-2005,..
,,Portugal,HIGH HUMAN DEVELOPMENT,Antimalarial measures Fevers treated with antimalarial drugs (% of children under five) 1999-2005,..
,,Brunei Darussalam,HIGH HUMAN DEVELOPMENT,Antimalarial measures Fevers treated with antimalarial drugs (% of children under five) 1999-2005,..
,,Barbados,HIGH HUMAN DEVELOPMENT,Antimalarial measures Fevers treated with antimalarial drugs (% of children under five) 1999-2005,..
,,Czech Republic,HIGH HUMAN DEVELOPMENT,Antimalarial measures Fevers treated with antimalarial drugs (% of children under five) 1999-2005,..
,,Kuwait,HIGH HUMAN DEVELOPMENT,Antimalarial measures Fevers treated with antimalarial drugs (% of children under five) 1999-2005,..
,,Malta,HIGH HUMAN DEVELOPMENT,Antimalarial measures Fevers treated with antimalarial drugs (% of children under five) 1999-2005,..
,,Qatar,HIGH HUMAN DEVELOPMENT,Antimalarial measures Fevers treated with antimalarial drugs (% of children under five) 1999-2005,..
,,Hungary,HIGH HUMAN DEVELOPMENT,Antimalarial measures Fevers treated with antimalarial drugs (% of children under five) 1999-2005,..
,,Poland,HIGH HUMAN DEVELOPMENT,Antimalarial measures Fevers treated with antimalarial drugs (% of children under five) 1999-2005,..
,,Argentina,HIGH HUMAN DEVELOPMENT,Antimalarial measures Fevers treated with antimalarial drugs (% of children under five) 1999-2005,..
,,United Arab Emirates,HIGH HUMAN DEVELOPMENT,Antimalarial measures Fevers treated with antimalarial drugs (% of children under five) 1999-2005,..
,,Chile,HIGH HUMAN DEVELOPMENT,Antimalarial measures Fevers treated with antimalarial drugs (% of children under five) 1999-2005,..
,,Bahrain,HIGH HUMAN DEVELOPMENT,Antimalarial measures Fevers treated with antimalarial drugs (% of children under five) 1999-2005,..
,,Slovakia,HIGH HUMAN DEVELOPMENT,Antimalarial measures Fevers treated with antimalarial drugs (% of children under five) 1999-2005,..
,,Lithuania,HIGH HUMAN DEVELOPMENT,Antimalarial measures Fevers treated with antimalarial drugs (% of children under five) 1999-2005,..
,,Estonia,HIGH HUMAN DEVELOPMENT,Antimalarial measures Fevers treated with antimalarial drugs (% of children under five) 1999-2005,..
,,Latvia,HIGH HUMAN DEVELOPMENT,Antimalarial measures Fevers treated with antimalarial drugs (% of children under five) 1999-2005,..
,,Uruguay,HIGH HUMAN DEVELOPMENT,Antimalarial measures Fevers treated with antimalarial drugs (% of children under five) 1999-2005,..
,,Croatia,HIGH HUMAN DEVELOPMENT,Antimalarial measures Fevers treated with antimalarial drugs (% of children under five) 1999-2005,..
,,Costa Rica,HIGH HUMAN DEVELOPMENT,Antimalarial measures Fevers treated with antimalarial drugs (% of children under five) 1999-2005,..
,,Bahamas,HIGH HUMAN DEVELOPMENT,Antimalarial measures Fevers treated with antimalarial drugs (% of children under five) 1999-2005,..
,,Seychelles,HIGH HUMAN DEVELOPMENT,Antimalarial measures Fevers treated with antimalarial drugs (% of children under five) 1999-2005,..
,,Cuba,HIGH HUMAN DEVELOPMENT,Antimalarial measures Fevers treated with antimalarial drugs (% of children under five) 1999-2005,..
,,Mexico,HIGH HUMAN DEVELOPMENT,Antimalarial measures Fevers treated with antimalarial drugs (% of children under five) 1999-2005,..
,,Bulgaria,HIGH HUMAN DEVELOPMENT,Antimalarial measures Fevers treated with antimalarial drugs (% of children under five) 1999-2005,..
,,Saint Kitts and Nevis,HIGH HUMAN DEVELOPMENT,Antimalarial measures Fevers treated with antimalarial drugs (% of children under five) 1999-2005,..
,,Tonga,HIGH HUMAN DEVELOPMENT,Antimalarial measures Fevers treated with antimalarial drugs (% of children under five) 1999-2005,..
,,Libyan Arab Jamahiriya,HIGH HUMAN DEVELOPMENT,Antimalarial measures Fevers treated with antimalarial drugs (% of children under five) 1999-2005,..
,,Antigua and Barbuda,HIGH HUMAN DEVELOPMENT,Antimalarial measures Fevers treated with antimalarial drugs (% of children under five) 1999-2005,..
,,Oman,HIGH HUMAN DEVELOPMENT,Antimalarial measures Fevers treated with antimalarial drugs (% of children under five) 1999-2005,..
,,Trinidad and Tobago,HIGH HUMAN DEVELOPMENT,Antimalarial measures Fevers treated with antimalarial drugs (% of children under five) 1999-2005,..
,,Romania,HIGH HUMAN DEVELOPMENT,Antimalarial measures Fevers treated with antimalarial drugs (% of children under five) 1999-2005,..
,,Saudi Arabia,HIGH HUMAN DEVELOPMENT,Antimalarial measures Fevers treated with antimalarial drugs (% of children under five) 1999-2005,..
,,Panama,HIGH HUMAN DEVELOPMENT,Antimalarial measures Fevers treated with antimalarial drugs (% of children under five) 1999-2005,..
,,Malaysia,HIGH HUMAN DEVELOPMENT,Antimalarial measures Fevers treated with antimalarial drugs (% of children under five) 1999-2005,..
,,Belarus,HIGH HUMAN DEVELOPMENT,Antimalarial measures Fevers treated with antimalarial drugs (% of children under five) 1999-2005,..
,,Mauritius,HIGH HUMAN DEVELOPMENT,Antimalarial measures Fevers treated with antimalarial drugs (% of children under five) 1999-2005,..
,,Bosnia and Herzegovina,HIGH HUMAN DEVELOPMENT,Antimalarial measures Fevers treated with antimalarial drugs (% of children under five) 1999-2005,..
,,Russian Federation,HIGH HUMAN DEVELOPMENT,Antimalarial measures Fevers treated with antimalarial drugs (% of children under five) 1999-2005,..
,,Albania,HIGH HUMAN DEVELOPMENT,Antimalarial measures Fevers treated with antimalarial drugs (% of children under five) 1999-2005,..
,,Macedonia (TFYR),HIGH HUMAN DEVELOPMENT,Antimalarial measures Fevers treated with antimalarial drugs (% of children under five) 1999-2005,..
,,Brazil,HIGH HUMAN DEVELOPMENT,Antimalarial measures Fevers treated with antimalarial drugs (% of children under five) 1999-2005,..
,,Dominica,MEDIUM HUMAN DEVELOPMENT,Antimalarial measures Fevers treated with antimalarial drugs (% of children under five) 1999-2005,..
,,Saint Lucia,MEDIUM HUMAN DEVELOPMENT,Antimalarial measures Fevers treated with antimalarial drugs (% of children under five) 1999-2005,..
,,Kazakhstan,MEDIUM HUMAN DEVELOPMENT,Antimalarial measures Fevers treated with antimalarial drugs (% of children under five) 1999-2005,..
,,Venezuela (Bolivarian Republic of),MEDIUM HUMAN DEVELOPMENT,Antimalarial measures Fevers treated with antimalarial drugs (% of children under five) 1999-2005,..
,,Colombia,MEDIUM HUMAN DEVELOPMENT,Antimalarial measures Fevers treated with antimalarial drugs (% of children under five) 1999-2005,..
,,Ukraine,MEDIUM HUMAN DEVELOPMENT,Antimalarial measures Fevers treated with antimalarial drugs (% of children under five) 1999-2005,..
,,Samoa,MEDIUM HUMAN DEVELOPMENT,Antimalarial measures Fevers treated with antimalarial drugs (% of children under five) 1999-2005,..
,,Thailand,MEDIUM HUMAN DEVELOPMENT,Antimalarial measures Fevers treated with antimalarial drugs (% of children under five) 1999-2005,..
,,Dominican Republic,MEDIUM HUMAN DEVELOPMENT,Antimalarial measures Fevers treated with antimalarial drugs (% of children under five) 1999-2005,..
,,Belize,MEDIUM HUMAN DEVELOPMENT,Antimalarial measures Fevers treated with antimalarial drugs (% of children under five) 1999-2005,..
,,China,MEDIUM HUMAN DEVELOPMENT,Antimalarial measures Fevers treated with antimalarial drugs (% of children under five) 1999-2005,..
,,Grenada,MEDIUM HUMAN DEVELOPMENT,Antimalarial measures Fevers treated with antimalarial drugs (% of children under five) 1999-2005,..
,,Armenia,MEDIUM HUMAN DEVELOPMENT,Antimalarial measures Fevers treated with antimalarial drugs (% of children under five) 1999-2005,..
,,Turkey,MEDIUM HUMAN DEVELOPMENT,Antimalarial measures Fevers treated with antimalarial drugs (% of children under five) 1999-2005,..
,,Suriname,MEDIUM HUMAN DEVELOPMENT,Antimalarial measures Fevers treated with antimalarial drugs (% of children under five) 1999-2005,..
,,Jordan,MEDIUM HUMAN DEVELOPMENT,Antimalarial measures Fevers treated with antimalarial drugs (% of children under five) 1999-2005,..
,,Peru,MEDIUM HUMAN DEVELOPMENT,Antimalarial measures Fevers treated with antimalarial drugs (% of children under five) 1999-2005,..
,,Lebanon,MEDIUM HUMAN DEVELOPMENT,Antimalarial measures Fevers treated with antimalarial drugs (% of children under five) 1999-2005,..
,,Ecuador,MEDIUM HUMAN DEVELOPMENT,Antimalarial measures Fevers treated with antimalarial drugs (% of children under five) 1999-2005,..
,,Philippines,MEDIUM HUMAN DEVELOPMENT,Antimalarial measures Fevers treated with antimalarial drugs (% of children under five) 1999-2005,..
,,Tunisia,MEDIUM HUMAN DEVELOPMENT,Antimalarial measures Fevers treated with antimalarial drugs (% of children under five) 1999-2005,..
,,Fiji,MEDIUM HUMAN DEVELOPMENT,Antimalarial measures Fevers treated with antimalarial drugs (% of children under five) 1999-2005,..
,,Saint Vincent and the Grenadines,MEDIUM HUMAN DEVELOPMENT,Antimalarial measures Fevers treated with antimalarial drugs (% of children under five) 1999-2005,..
,,Iran (Islamic Republic of),MEDIUM HUMAN DEVELOPMENT,Antimalarial measures Fevers treated with antimalarial drugs (% of children under five) 1999-2005,..
,,Paraguay,MEDIUM HUMAN DEVELOPMENT,Antimalarial measures Fevers treated with antimalarial drugs (% of children under five) 1999-2005,..
,,Georgia,MEDIUM HUMAN DEVELOPMENT,Antimalarial measures Fevers treated with antimalarial drugs (% of children under five) 1999-2005,..
,,Guyana,MEDIUM HUMAN DEVELOPMENT,Antimalarial measures Fevers treated with antimalarial drugs (% of children under five) 1999-2005,3
,,Azerbaijan,MEDIUM HUMAN DEVELOPMENT,Antimalarial measures Fevers treated with antimalarial drugs (% of children under five) 1999-2005,1
,,Sri Lanka,MEDIUM HUMAN DEVELOPMENT,Antimalarial measures Fevers treated with antimalarial drugs (% of children under five) 1999-2005,..
,,Maldives,MEDIUM HUMAN DEVELOPMENT,Antimalarial measures Fevers treated with antimalarial drugs (% of children under five) 1999-2005,..
,,Jamaica,MEDIUM HUMAN DEVELOPMENT,Antimalarial measures Fevers treated with antimalarial drugs (% of children under five) 1999-2005,..
,,Cape Verde,MEDIUM HUMAN DEVELOPMENT,Antimalarial measures Fevers treated with antimalarial drugs (% of children under five) 1999-2005,..
,,El Salvador,MEDIUM HUMAN DEVELOPMENT,Antimalarial measures Fevers treated with antimalarial drugs (% of children under five) 1999-2005,..
,,Algeria,MEDIUM HUMAN DEVELOPMENT,Antimalarial measures Fevers treated with antimalarial drugs (% of children under five) 1999-2005,..
,,Viet Nam,MEDIUM HUMAN DEVELOPMENT,Antimalarial measures Fevers treated with antimalarial drugs (% of children under five) 1999-2005,7
,,Occupied Palestinian Territories,MEDIUM HUMAN DEVELOPMENT,Antimalarial measures Fevers treated with antimalarial drugs (% of children under five) 1999-2005,..
,,Indonesia,MEDIUM HUMAN DEVELOPMENT,Antimalarial measures Fevers treated with antimalarial drugs (% of children under five) 1999-2005,1
,,Syrian Arab Republic,MEDIUM HUMAN DEVELOPMENT,Antimalarial measures Fevers treated with antimalarial drugs (% of children under five) 1999-2005,..
,,Turkmenistan,MEDIUM HUMAN DEVELOPMENT,Antimalarial measures Fevers treated with antimalarial drugs (% of children under five) 1999-2005,..
,,Nicaragua,MEDIUM HUMAN DEVELOPMENT,Antimalarial measures Fevers treated with antimalarial drugs (% of children under five) 1999-2005,2
,,Moldova,MEDIUM HUMAN DEVELOPMENT,Antimalarial measures Fevers treated with antimalarial drugs (% of children under five) 1999-2005,..
,,Egypt,MEDIUM HUMAN DEVELOPMENT,Antimalarial measures Fevers treated with antimalarial drugs (% of children under five) 1999-2005,..
,,Uzbekistan,MEDIUM HUMAN DEVELOPMENT,Antimalarial measures Fevers treated with antimalarial drugs (% of children under five) 1999-2005,..
,,Mongolia,MEDIUM HUMAN DEVELOPMENT,Antimalarial measures Fevers treated with antimalarial drugs (% of children under five) 1999-2005,..
,,Honduras,MEDIUM HUMAN DEVELOPMENT,Antimalarial measures Fevers treated with antimalarial drugs (% of children under five) 1999-2005,..
,,Kyrgyzstan,MEDIUM HUMAN DEVELOPMENT,Antimalarial measures Fevers treated with antimalarial drugs (% of children under five) 1999-2005,..
,,Bolivia,MEDIUM HUMAN DEVELOPMENT,Antimalarial measures Fevers treated with antimalarial drugs (% of children under five) 1999-2005,..
,,Guatemala,MEDIUM HUMAN DEVELOPMENT,Antimalarial measures Fevers treated with antimalarial drugs (% of children under five) 1999-2005,..
,,Gabon,MEDIUM HUMAN DEVELOPMENT,Antimalarial measures Fevers treated with antimalarial drugs (% of children under five) 1999-2005,..
,,Vanuatu,MEDIUM HUMAN DEVELOPMENT,Antimalarial measures Fevers treated with antimalarial drugs (% of children under five) 1999-2005,..
,,South Africa,MEDIUM HUMAN DEVELOPMENT,Antimalarial measures Fevers treated with antimalarial drugs (% of children under five) 1999-2005,..
,,Tajikistan,MEDIUM HUMAN DEVELOPMENT,Antimalarial measures Fevers treated with antimalarial drugs (% of children under five) 1999-2005,69
,,Sao Tome and Principe,MEDIUM HUMAN DEVELOPMENT,Antimalarial measures Fevers treated with antimalarial drugs (% of children under five) 1999-2005,61
,,Botswana,MEDIUM HUMAN DEVELOPMENT,Antimalarial measures Fevers treated with antimalarial drugs (% of children under five) 1999-2005,..
,,Namibia,MEDIUM HUMAN DEVELOPMENT,Antimalarial measures Fevers treated with antimalarial drugs (% of children under five) 1999-2005,14
,,Morocco,MEDIUM HUMAN DEVELOPMENT,Antimalarial measures Fevers treated with antimalarial drugs (% of children under five) 1999-2005,..
,,Equatorial Guinea,MEDIUM HUMAN DEVELOPMENT,Antimalarial measures Fevers treated with antimalarial drugs (% of children under five) 1999-2005,49
,,India,MEDIUM HUMAN DEVELOPMENT,Antimalarial measures Fevers treated with antimalarial drugs (% of children under five) 1999-2005,12
,,Solomon Islands,MEDIUM HUMAN DEVELOPMENT,Antimalarial measures Fevers treated with antimalarial drugs (% of children under five) 1999-2005,..
,,Lao People's Democratic Republic,MEDIUM HUMAN DEVELOPMENT,Antimalarial measures Fevers treated with antimalarial drugs (% of children under five) 1999-2005,9
,,Cambodia,MEDIUM HUMAN DEVELOPMENT,Antimalarial measures Fevers treated with antimalarial drugs (% of children under five) 1999-2005,..
,,Myanmar,MEDIUM HUMAN DEVELOPMENT,Antimalarial measures Fevers treated with antimalarial drugs (% of children under five) 1999-2005,..
,,Bhutan,MEDIUM HUMAN DEVELOPMENT,Antimalarial measures Fevers treated with antimalarial drugs (% of children under five) 1999-2005,..
,,Comoros,MEDIUM HUMAN DEVELOPMENT,Antimalarial measures Fevers treated with antimalarial drugs (% of children under five) 1999-2005,63
,,Ghana,MEDIUM HUMAN DEVELOPMENT,Antimalarial measures Fevers treated with antimalarial drugs (% of children under five) 1999-2005,63
,,Pakistan,MEDIUM HUMAN DEVELOPMENT,Antimalarial measures Fevers treated with antimalarial drugs (% of children under five) 1999-2005,..
,,Mauritania,MEDIUM HUMAN DEVELOPMENT,Antimalarial measures Fevers treated with antimalarial drugs (% of children under five) 1999-2005,33
,,Lesotho,MEDIUM HUMAN DEVELOPMENT,Antimalarial measures Fevers treated with antimalarial drugs (% of children under five) 1999-2005,..
,,Congo,MEDIUM HUMAN DEVELOPMENT,Antimalarial measures Fevers treated with antimalarial drugs (% of children under five) 1999-2005,..
,,Bangladesh,MEDIUM HUMAN DEVELOPMENT,Antimalarial measures Fevers treated with antimalarial drugs (% of children under five) 1999-2005,..
,,Swaziland,MEDIUM HUMAN DEVELOPMENT,Antimalarial measures Fevers treated with antimalarial drugs (% of children under five) 1999-2005,26
,,Nepal,MEDIUM HUMAN DEVELOPMENT,Antimalarial measures Fevers treated with antimalarial drugs (% of children under five) 1999-2005,..
,,Madagascar,MEDIUM HUMAN DEVELOPMENT,Antimalarial measures Fevers treated with antimalarial drugs (% of children under five) 1999-2005,34
,,Cameroon,MEDIUM HUMAN DEVELOPMENT,Antimalarial measures Fevers treated with antimalarial drugs (% of children under five) 1999-2005,53
,,Papua New Guinea,MEDIUM HUMAN DEVELOPMENT,Antimalarial measures Fevers treated with antimalarial drugs (% of children under five) 1999-2005,..
,,Haiti,MEDIUM HUMAN DEVELOPMENT,Antimalarial measures Fevers treated with antimalarial drugs (% of children under five) 1999-2005,12
,,Sudan,MEDIUM HUMAN DEVELOPMENT,Antimalarial measures Fevers treated with antimalarial drugs (% of children under five) 1999-2005,50
,,Kenya,MEDIUM HUMAN DEVELOPMENT,Antimalarial measures Fevers treated with antimalarial drugs (% of children under five) 1999-2005,27
,,Djibouti,MEDIUM HUMAN DEVELOPMENT,Antimalarial measures Fevers treated with antimalarial drugs (% of children under five) 1999-2005,..
,,Timor-Leste,MEDIUM HUMAN DEVELOPMENT,Antimalarial measures Fevers treated with antimalarial drugs (% of children under five) 1999-2005,19
